review_id,silver_labels,silver_scores
28734,"[np.int64(61), np.int64(239), np.int64(489)]","[0.7295385255564426, 0.6580876029200221, 0.6289887806207521]"
28735,"[np.int64(346), np.int64(380), np.int64(501)]","[0.715189523348692, 0.6147170156096006, 0.7815803345432045]"
28736,"[np.int64(68), np.int64(87), np.int64(303)]","[0.6413256806137969, 0.6454538228776432, 0.6563708279811148]"
28737,"[np.int64(66), np.int64(364), np.int64(511)]","[0.7650687262942628, 0.6758721408702182, 0.690413359596656]"
28738,"[np.int64(59), np.int64(80), np.int64(448)]","[0.6613740539528338, 0.7350059225450155, 0.7990036913956149]"
28739,"[np.int64(162), np.int64(231), np.int64(468)]","[0.7484672035969993, 0.6744457012297456, 0.79796365817539]"
28740,"[np.int64(261), np.int64(369), np.int64(479)]","[0.6772907503648662, 0.6666033721742322, 0.6935831193701588]"
28741,"[np.int64(23), np.int64(350), np.int64(481)]","[0.7363966482413675, 0.722304717516822, 0.7028073586654758]"
28742,"[np.int64(174), np.int64(356), np.int64(479)]","[0.658949214363997, 0.6995102175266684, 0.639485463737758]"
28743,"[np.int64(63), np.int64(285), np.int64(327)]","[0.8831726032321372, 0.6692026647123656, 0.6535092314018341]"
28744,"[np.int64(65), np.int64(93), np.int64(461)]","[0.6470977690462446, 0.6198678039833633, 0.6232085107731579]"
28745,"[np.int64(80), np.int64(90), np.int64(335)]","[0.6594457118775978, 0.8526141915466652, 0.8488117522776889]"
28746,"[np.int64(93), np.int64(145), np.int64(468)]","[0.6077976987622493, 0.5827426244004185, 0.6999999578382031]"
28747,"[np.int64(388), np.int64(424), np.int64(511)]","[0.6811369802293247, 0.6450716850128853, 0.7146767991835621]"
28748,"[np.int64(383), np.int64(442), np.int64(471)]","[0.6746681996856804, 0.6224109711001719, 0.6359034791991772]"
28749,"[np.int64(93), np.int64(411), np.int64(530)]","[0.6715979974452082, 0.6352140449997659, 0.6541786472319341]"
28750,"[np.int64(72), np.int64(75), np.int64(318)]","[0.6690329378244314, 0.6599459561799079, 0.6421725831351178]"
28751,"[np.int64(80), np.int64(90), np.int64(358)]","[0.6306421379042373, 0.7579301010911652, 0.6999999528629662]"
28752,"[np.int64(113), np.int64(395), np.int64(512)]","[0.7397038172318326, 0.6640156229156586, 0.6392823592786832]"
28753,"[np.int64(10), np.int64(39), np.int64(80)]","[0.6005905165569092, 0.6476111264299871, 0.6569355812184634]"
28754,"[np.int64(218), np.int64(364), np.int64(473)]","[0.6038959578746709, 0.603911710248595, 0.7592739304568688]"
28755,"[np.int64(17), np.int64(200), np.int64(530)]","[0.6202270560481459, 0.7164621206938102, 0.6448638678700355]"
28756,"[np.int64(65), np.int64(121), np.int64(181)]","[0.7425700100478975, 0.6348590822219224, 0.6316245696240104]"
28757,"[np.int64(32), np.int64(377), np.int64(501)]","[0.6662436848525768, 0.6999999660214783, 0.627474846292951]"
28758,"[np.int64(230), np.int64(246), np.int64(395)]","[0.6821687549622932, 0.870669715407971, 0.7248654305990421]"
28759,"[np.int64(148), np.int64(190), np.int64(275)]","[0.9091713472743621, 0.6756294477550628, 0.6850094497022491]"
28760,"[np.int64(148), np.int64(261), np.int64(470)]","[0.6587567519040407, 0.6437566821313029, 0.6956698118598766]"
28761,"[np.int64(87), np.int64(88), np.int64(146)]","[0.6260569122401157, 0.6999999629089141, 0.6203690022428752]"
28762,"[np.int64(68), np.int64(269), np.int64(501)]","[0.7059845477679068, 0.6999999574774577, 0.6682027601582603]"
28763,"[np.int64(83), np.int64(279), np.int64(387)]","[0.6509047297891206, 0.6339434067153281, 0.651438374006624]"
28764,"[np.int64(333), np.int64(407), np.int64(420)]","[0.6349609386364121, 0.6973895972639522, 0.630118917920082]"
28765,"[np.int64(295), np.int64(501), np.int64(511)]","[0.7044680175336241, 0.6640122753410584, 0.6907717618706611]"
28766,"[np.int64(83), np.int64(442), np.int64(501)]","[0.8072307447553588, 0.6165310742980713, 0.6615273727290127]"
28767,"[np.int64(293), np.int64(337), np.int64(501)]","[0.6801947541364325, 0.749053801924727, 0.693515359192996]"
28768,"[np.int64(10), np.int64(365), np.int64(369)]","[0.6363932497033604, 0.6430128348330083, 0.8149589282553584]"
28769,"[np.int64(89), np.int64(235), np.int64(453)]","[0.6697133344926399, 0.6429160828197302, 0.7916366040478037]"
28770,"[np.int64(84), np.int64(380), np.int64(506)]","[0.6449172060579644, 0.6341691310674958, 0.6195515017513177]"
28771,"[np.int64(170), np.int64(336), np.int64(405)]","[0.7285649848072111, 0.770670047256733, 0.7274915044223143]"
28772,"[np.int64(365), np.int64(398), np.int64(443)]","[0.6349059365762002, 0.6306151397409882, 0.6218049656990878]"
28773,"[np.int64(356), np.int64(465), np.int64(510)]","[0.6249974191792413, 0.6549149686243148, 0.708861392168608]"
28774,"[np.int64(471), np.int64(479), np.int64(504)]","[0.6747908397630399, 0.666420945730872, 0.698190781928062]"
28775,"[np.int64(90), np.int64(461), np.int64(481)]","[0.6999999571579019, 0.6228083000641157, 0.7564547830339865]"
28776,"[np.int64(82), np.int64(468), np.int64(510)]","[0.7913463135492887, 0.6943953874259078, 0.6999999579626056]"
28777,"[np.int64(170), np.int64(335), np.int64(338)]","[0.6787994226027446, 0.7732711847454297, 0.6641689570806781]"
28778,"[np.int64(10), np.int64(257), np.int64(410)]","[0.7330161474846077, 0.6692308633010711, 0.612883095273244]"
28779,"[np.int64(358), np.int64(387), np.int64(506)]","[0.6224177844429979, 0.6437901886227858, 0.629484903349115]"
28780,"[np.int64(442), np.int64(448), np.int64(468)]","[0.6795704583534293, 0.7783777608714451, 0.6999999502092623]"
28781,"[np.int64(260), np.int64(421), np.int64(506)]","[0.6531138137316224, 0.6750064161711349, 0.6552652653856671]"
28782,"[np.int64(89), np.int64(468), np.int64(511)]","[0.7512852035866076, 0.6999999521957907, 0.6968073811298817]"
28783,"[np.int64(32), np.int64(269), np.int64(377)]","[0.8981026307040727, 0.6234480206091165, 0.699999965882094]"
28784,"[np.int64(231), np.int64(335), np.int64(510)]","[0.8186383520638103, 0.7517878875278526, 0.6999999520420639]"
28785,"[np.int64(190), np.int64(364), np.int64(465)]","[0.6413391203240955, 0.7098651552763293, 0.6914336798051838]"
28786,"[np.int64(121), np.int64(278), np.int64(381)]","[0.7660721328964734, 0.6377237329814204, 0.6942086313719914]"
28787,"[np.int64(57), np.int64(217), np.int64(330)]","[0.5947856575511864, 0.599726620362234, 0.6933512390116792]"
28788,"[np.int64(388), np.int64(392), np.int64(475)]","[0.6125320499830168, 0.6348901166736436, 0.6187798583391853]"
28789,"[np.int64(345), np.int64(358), np.int64(465)]","[0.630955305039107, 0.6467025758084612, 0.6999999615264635]"
28790,"[np.int64(288), np.int64(381), np.int64(509)]","[0.6999999584119393, 0.584196852229057, 0.5786949152055775]"
28791,"[np.int64(57), np.int64(200), np.int64(530)]","[0.7821427833746283, 0.7148295078877122, 0.6750742503650428]"
28792,"[np.int64(208), np.int64(364), np.int64(419)]","[0.6524383160201193, 0.6187795450294542, 0.6588171683966112]"
28793,"[np.int64(79), np.int64(345), np.int64(442)]","[0.6384906292615297, 0.6423192273255692, 0.635421634663948]"
28794,"[np.int64(10), np.int64(118), np.int64(246)]","[0.7069239540525172, 0.6541358603767377, 0.9039738563273156]"
28795,"[np.int64(481), np.int64(504), np.int64(521)]","[0.6943148195460389, 0.6847917471141204, 0.6273193095255624]"
28796,"[np.int64(6), np.int64(30), np.int64(347)]","[0.6668062360070144, 0.6819672805163903, 0.7501322024496337]"
28797,"[np.int64(87), np.int64(232), np.int64(506)]","[0.6298006045729103, 0.5854686632593857, 0.5938237645916824]"
28798,"[np.int64(170), np.int64(380), np.int64(509)]","[0.6390782618933373, 0.6478821367239698, 0.6787879467638649]"
28799,"[np.int64(80), np.int64(200), np.int64(506)]","[0.6532960646557059, 0.6419720549339462, 0.6999999498992857]"
28800,"[np.int64(53), np.int64(246), np.int64(502)]","[0.6260274619459649, 0.8816698177315818, 0.6566519374342055]"
28801,"[np.int64(61), np.int64(79), np.int64(448)]","[0.6760083100602479, 0.6102189206558546, 0.6182166622112809]"
28802,"[np.int64(377), np.int64(387), np.int64(422)]","[0.6999999662431701, 0.6187137274017828, 0.6786856224157568]"
28803,"[np.int64(37), np.int64(351), np.int64(443)]","[0.5930405729902772, 0.6001571232818405, 0.5954950911025269]"
28804,"[np.int64(61), np.int64(218), np.int64(470)]","[0.7389576761227645, 0.6293730416603807, 0.6452614431043958]"
28805,"[np.int64(60), np.int64(120), np.int64(506)]","[0.6248388126983964, 0.6492004684242553, 0.6644909156308916]"
28806,"[np.int64(341), np.int64(383), np.int64(422)]","[0.7174648554671305, 0.8937093471102713, 0.6999999566539296]"
28807,"[np.int64(218), np.int64(370), np.int64(412)]","[0.6487602919223439, 0.6641542652077674, 0.6829777888808871]"
28808,"[np.int64(387), np.int64(410), np.int64(465)]","[0.6568955307535128, 0.5879223322053689, 0.6557562189156888]"
28809,"[np.int64(65), np.int64(383), np.int64(471)]","[0.6504810178693751, 0.6983152598607806, 0.6600793755969413]"
28810,"[np.int64(338), np.int64(461), np.int64(473)]","[0.6582559632065497, 0.7909357857211226, 0.9062851886327212]"
28811,"[np.int64(157), np.int64(296), np.int64(465)]","[0.6383340980146448, 0.7036782485876074, 0.6918053912493192]"
28812,"[np.int64(93), np.int64(239), np.int64(422)]","[0.6173326882444932, 0.7414664538132631, 0.6999999567218564]"
28813,"[np.int64(10), np.int64(109), np.int64(481)]","[0.6703370016217927, 0.6484013159299862, 0.631585381481638]"
28814,"[np.int64(57), np.int64(331), np.int64(509)]","[0.6739436970016454, 0.6489526219216487, 0.6947851926167696]"
28815,"[np.int64(312), np.int64(381), np.int64(506)]","[0.6755212605552416, 0.6849790949872733, 0.6534017366504081]"
28816,"[np.int64(266), np.int64(276), np.int64(529)]","[0.7043564518764054, 0.6266559889704523, 0.6471777370295443]"
28817,"[np.int64(39), np.int64(440), np.int64(503)]","[0.6336136103954012, 0.6344198298520983, 0.6148829488497155]"
28818,"[np.int64(88), np.int64(461), np.int64(473)]","[0.699999960655137, 0.6254786620032549, 0.7959435525515838]"
28819,"[np.int64(207), np.int64(468), np.int64(501)]","[0.7034100998192814, 0.6956988216540905, 0.6611278170060347]"
28820,"[np.int64(180), np.int64(503), np.int64(506)]","[0.8337572910483768, 0.6726218482234078, 0.6554111896024516]"
28821,"[np.int64(90), np.int64(338), np.int64(473)]","[0.795225131555957, 0.6508447385690963, 0.8956854275111992]"
28822,"[np.int64(44), np.int64(501), np.int64(511)]","[0.6441016598377688, 0.6624231525957687, 0.6744705378374918]"
28823,"[np.int64(85), np.int64(331), np.int64(442)]","[0.6983128046258775, 0.620174783255487, 0.6203781348901963]"
28824,"[np.int64(304), np.int64(335), np.int64(345)]","[0.7409826082574674, 0.7431273381388491, 0.6452847016657124]"
28825,"[np.int64(57), np.int64(85), np.int64(506)]","[0.6323530122142736, 0.6382628526582842, 0.6457278355054714]"
28826,"[np.int64(200), np.int64(209), np.int64(453)]","[0.6803027852747439, 0.6319218300405341, 0.7268844431259773]"
28827,"[np.int64(89), np.int64(105), np.int64(510)]","[0.6999999588200949, 0.6934469913254204, 0.6649718539897564]"
28828,"[np.int64(82), np.int64(90), np.int64(473)]","[0.634751138646761, 0.8243283045797634, 0.8920166526918447]"
28829,"[np.int64(31), np.int64(169), np.int64(274)]","[0.6566340123571237, 0.7427634220836589, 0.7113453744484393]"
28830,"[np.int64(89), np.int64(387), np.int64(470)]","[0.6678595325752207, 0.6487699087205961, 0.6561614828337378]"
28831,"[np.int64(249), np.int64(276), np.int64(465)]","[0.6184133734124999, 0.6177604101784353, 0.6660101881595581]"
28832,"[np.int64(63), np.int64(364), np.int64(504)]","[0.784617240854067, 0.66813106792562, 0.6658087089686519]"
28833,"[np.int64(442), np.int64(461), np.int64(468)]","[0.6115906823510767, 0.6243021824145306, 0.6916966088940253]"
28834,"[np.int64(65), np.int64(93), np.int64(338)]","[0.6328747096392131, 0.6923294840748229, 0.6365004217954133]"
28835,"[np.int64(335), np.int64(345), np.int64(461)]","[0.7840016278849614, 0.6804193004907686, 0.6700138943260745]"
28836,"[np.int64(106), np.int64(146), np.int64(507)]","[0.7606139209306029, 0.6521007692617242, 0.7029342864130602]"
28837,"[np.int64(145), np.int64(208), np.int64(264)]","[0.6917791041018033, 0.6779817116420161, 0.7513608166626052]"
28838,"[np.int64(172), np.int64(370), np.int64(475)]","[0.6284764445514867, 0.5707808238638111, 0.5678674144703689]"
28839,"[np.int64(85), np.int64(218), np.int64(510)]","[0.6588731459398982, 0.653300088970442, 0.6675993014688437]"
28840,"[np.int64(77), np.int64(80), np.int64(90)]","[0.6090059347519734, 0.6144497516454839, 0.7885335964310124]"
28841,"[np.int64(88), np.int64(218), np.int64(358)]","[0.6716169891475848, 0.6999999539594274, 0.6587338877882343]"
28842,"[np.int64(269), np.int64(424), np.int64(465)]","[0.6550954035334786, 0.6501192628136341, 0.6756175643873689]"
28843,"[np.int64(383), np.int64(475), np.int64(511)]","[0.7452382035919554, 0.6907419254944818, 0.7225661747237686]"
28844,"[np.int64(242), np.int64(258), np.int64(504)]","[0.6684193793196969, 0.6957138097701137, 0.696339329993631]"
28845,"[np.int64(261), np.int64(403), np.int64(471)]","[0.6323850723247506, 0.6402104214242411, 0.6494009411390527]"
28846,"[np.int64(61), np.int64(89), np.int64(90)]","[0.6014287556083225, 0.6999999622961027, 0.8489802306690556]"
28847,"[np.int64(24), np.int64(64), np.int64(230)]","[0.6874816200116892, 0.6842880929521449, 0.7768902086804992]"
28848,"[np.int64(90), np.int64(377), np.int64(461)]","[0.6832422934016738, 0.6999999628020953, 0.6141311876676198]"
28849,"[np.int64(25), np.int64(221), np.int64(502)]","[0.7760233691938605, 0.6980500249610492, 0.5920094846821344]"
28850,"[np.int64(179), np.int64(380), np.int64(509)]","[0.6372140266290253, 0.6738237545548752, 0.7464882574648775]"
28851,"[np.int64(6), np.int64(97), np.int64(133)]","[0.7316171951300294, 0.7749238659101912, 0.70509943765209]"
28852,"[np.int64(383), np.int64(471), np.int64(479)]","[0.678014065919819, 0.6779750280945513, 0.6998613174122528]"
28853,"[np.int64(68), np.int64(268), np.int64(417)]","[0.695059850259558, 0.7681278632706435, 0.6813146627721256]"
28854,"[np.int64(77), np.int64(218), np.int64(327)]","[0.6182154627616033, 0.5923712426789577, 0.7642284418203138]"
28855,"[np.int64(91), np.int64(93), np.int64(137)]","[0.6767223906092579, 0.6723191512755162, 0.7294405543336435]"
28856,"[np.int64(88), np.int64(422), np.int64(511)]","[0.6564930687764619, 0.6999999624898781, 0.6288843161715427]"
28857,"[np.int64(88), np.int64(232), np.int64(335)]","[0.6425999530081186, 0.6682576381039624, 0.6999999641626733]"
28858,"[np.int64(27), np.int64(180), np.int64(297)]","[0.6705809492421639, 0.6451359457509654, 0.6131651403202852]"
28859,"[np.int64(479), np.int64(510), np.int64(511)]","[0.6547745536580113, 0.6922829806725455, 0.6722722533206322]"
28860,"[np.int64(66), np.int64(113), np.int64(312)]","[0.7505552047716373, 0.6369258542186829, 0.6392773778024882]"
28861,"[np.int64(377), np.int64(475), np.int64(512)]","[0.6999999646646102, 0.6291642468619052, 0.8249642032578886]"
28862,"[np.int64(121), np.int64(150), np.int64(518)]","[0.652240068819619, 0.6699814481019871, 0.6647960089450042]"
28863,"[np.int64(223), np.int64(288), np.int64(380)]","[0.6657794195635417, 0.6632079326692744, 0.732192710955779]"
28864,"[np.int64(65), np.int64(67), np.int64(335)]","[0.6550369825584601, 0.645211695041731, 0.7471297616580982]"
28865,"[np.int64(93), np.int64(338), np.int64(365)]","[0.6334374229883295, 0.5778416455106621, 0.7338881026507157]"
28866,"[np.int64(103), np.int64(318), np.int64(364)]","[0.6643480204379161, 0.6413602641465734, 0.6999999479159461]"
28867,"[np.int64(28), np.int64(411), np.int64(510)]","[0.5558178539728262, 0.6113248738425475, 0.8448218890414151]"
28868,"[np.int64(102), np.int64(209), np.int64(288)]","[0.6403497511653973, 0.6423238725671742, 0.6613176683599846]"
28869,"[np.int64(269), np.int64(465), np.int64(512)]","[0.6523875917671871, 0.6999999613300215, 0.635369537100395]"
28870,"[np.int64(63), np.int64(364), np.int64(414)]","[0.8784034915785779, 0.6596854210911851, 0.6290343026380676]"
28871,"[np.int64(57), np.int64(218), np.int64(253)]","[0.6301705991476888, 0.6135531906623198, 0.7484781368197024]"
28872,"[np.int64(65), np.int64(79), np.int64(387)]","[0.6485904219587421, 0.6502463439461598, 0.6725291608228441]"
28873,"[np.int64(76), np.int64(170), np.int64(530)]","[0.69770472483327, 0.8089981591255657, 0.6826142478849923]"
28874,"[np.int64(163), np.int64(318), np.int64(346)]","[0.649431799347547, 0.6472122043005013, 0.6962772171640479]"
28875,"[np.int64(118), np.int64(246), np.int64(395)]","[0.6665495526738365, 0.9154104588459395, 0.6555096610414436]"
28876,"[np.int64(12), np.int64(270), np.int64(379)]","[0.6282706736391052, 0.6554157561426904, 0.656754033781482]"
28877,"[np.int64(25), np.int64(39), np.int64(246)]","[0.6044474431228051, 0.6284624256564139, 0.7564759218734514]"
28878,"[np.int64(76), np.int64(288), np.int64(395)]","[0.8026605526215635, 0.8515858590343761, 0.722500235753069]"
28879,"[np.int64(268), np.int64(327), np.int64(383)]","[0.7698876815318162, 0.6100108727234905, 0.6999999631565892]"
28880,"[np.int64(221), np.int64(246), np.int64(510)]","[0.6555356820837404, 0.7293364574411982, 0.6804604708899763]"
28881,"[np.int64(10), np.int64(109), np.int64(481)]","[0.6996279034853459, 0.6694537210115874, 0.6990133318200757]"
28882,"[np.int64(370), np.int64(398), np.int64(501)]","[0.668529082802365, 0.6435619576474887, 0.692135828077618]"
28883,"[np.int64(47), np.int64(461), np.int64(473)]","[0.6436049451409491, 0.6916505700740778, 0.8719973938014807]"
28884,"[np.int64(32), np.int64(246), np.int64(249)]","[0.7622202199547532, 0.6999999615585757, 0.6502849770551833]"
28885,"[np.int64(67), np.int64(510), np.int64(511)]","[0.7110676706873864, 0.6999999626376834, 0.6761584196908234]"
28886,"[np.int64(148), np.int64(217), np.int64(377)]","[0.6130302625866966, 0.6486272498560033, 0.6999999647316064]"
28887,"[np.int64(65), np.int64(80), np.int64(461)]","[0.5921997283483159, 0.592295526834633, 0.6447510493021964]"
28888,"[np.int64(65), np.int64(231), np.int64(335)]","[0.7519438720668019, 0.7146789300068894, 0.9416174615013001]"
28889,"[np.int64(57), np.int64(362), np.int64(503)]","[0.623766906625975, 0.6416117867410608, 0.6213795350407331]"
28890,"[np.int64(31), np.int64(66), np.int64(365)]","[0.652822779446122, 0.6999999525739431, 0.6139524036210193]"
28891,"[np.int64(12), np.int64(49), np.int64(313)]","[0.6790423104090665, 0.8307387441634926, 0.628002812854513]"
28892,"[np.int64(63), np.int64(67), np.int64(93)]","[0.6825346734204295, 0.6940202655572072, 0.6681748825240306]"
28893,"[np.int64(209), np.int64(369), np.int64(453)]","[0.7094485140942286, 0.7414338147804778, 0.699376195321538]"
28894,"[np.int64(333), np.int64(473), np.int64(512)]","[0.7652414567248993, 0.796273674309987, 0.6105104694948607]"
28895,"[np.int64(232), np.int64(330), np.int64(530)]","[0.678816526292194, 0.7903240431747824, 0.6770012062151958]"
28896,"[np.int64(39), np.int64(98), np.int64(313)]","[0.6182017134857638, 0.6363375089901744, 0.6349019097558464]"
28897,"[np.int64(84), np.int64(424), np.int64(482)]","[0.5986734411609411, 0.6017541785577915, 0.638710170756683]"
28898,"[np.int64(47), np.int64(162), np.int64(256)]","[0.6182004017936011, 0.6286061581023796, 0.6247905838946183]"
28899,"[np.int64(145), np.int64(264), np.int64(370)]","[0.6881076323799713, 0.6945280979103354, 0.6492536598953479]"
28900,"[np.int64(157), np.int64(279), np.int64(530)]","[0.6318655440615167, 0.6394250510973833, 0.6381222550113932]"
28901,"[np.int64(171), np.int64(370), np.int64(501)]","[0.6841268610512649, 0.6210676690850588, 0.6990435065357876]"
28902,"[np.int64(83), np.int64(479), np.int64(509)]","[0.627124019175609, 0.6344858061224222, 0.6445418746781997]"
28903,"[np.int64(377), np.int64(465), np.int64(504)]","[0.6999999619189333, 0.6279301377092054, 0.629551639223409]"
28904,"[np.int64(32), np.int64(228), np.int64(258)]","[0.8622316101469343, 0.6772781397239973, 0.6413093718119739]"
28905,"[np.int64(271), np.int64(422), np.int64(504)]","[0.587315335911162, 0.6999999640676356, 0.6186636658762772]"
28906,"[np.int64(88), np.int64(208), np.int64(358)]","[0.65644745787313, 0.685883191484889, 0.6475991409480027]"
28907,"[np.int64(83), np.int64(147), np.int64(530)]","[0.6773503389601817, 0.7030924484584077, 0.6705918954286489]"
28908,"[np.int64(261), np.int64(479), np.int64(504)]","[0.6196145360249039, 0.6565413036495227, 0.6761508560575453]"
28909,"[np.int64(223), np.int64(380), np.int64(509)]","[0.6855552587049978, 0.6443283353277666, 0.6609142823075139]"
28910,"[np.int64(218), np.int64(461), np.int64(473)]","[0.6150560209318819, 0.6969970253527504, 0.8117694932160797]"
28911,"[np.int64(338), np.int64(442), np.int64(448)]","[0.63157721952615, 0.8845084186843408, 0.7502239642073956]"
28912,"[np.int64(261), np.int64(333), np.int64(510)]","[0.6528463031615305, 0.8302802583702507, 0.8605223237580805]"
28913,"[np.int64(75), np.int64(501), np.int64(511)]","[0.6531477509951149, 0.6624683829580287, 0.685465108222354]"
28914,"[np.int64(442), np.int64(448), np.int64(524)]","[0.7714035517835027, 0.7525014267496748, 0.6819122454690465]"
28915,"[np.int64(10), np.int64(145), np.int64(197)]","[0.689285053142499, 0.6493277768122672, 0.6834453725126068]"
28916,"[np.int64(68), np.int64(89), np.int64(232)]","[0.7099302757385866, 0.6999999553382907, 0.6515434711789952]"
28917,"[np.int64(23), np.int64(44), np.int64(350)]","[0.6612493542109155, 0.6448828678535146, 0.744201463945058]"
28918,"[np.int64(57), np.int64(89), np.int64(293)]","[0.6377569479031486, 0.6999999608664137, 0.6615102668295613]"
28919,"[np.int64(10), np.int64(465), np.int64(512)]","[0.6487958090557959, 0.6692061441630632, 0.6099740769175418]"
28920,"[np.int64(57), np.int64(297), np.int64(503)]","[0.6533080359730958, 0.6581557643462809, 0.6560888666619805]"
28921,"[np.int64(327), np.int64(330), np.int64(470)]","[0.6597289867728668, 0.7632029865241574, 0.68692408323052]"
28922,"[np.int64(83), np.int64(261), np.int64(502)]","[0.7336281090622285, 0.6543797442823183, 0.743914979229657]"
28923,"[np.int64(180), np.int64(208), np.int64(246)]","[0.698064511812524, 0.6472263312188429, 0.6910097503131309]"
28924,"[np.int64(28), np.int64(157), np.int64(499)]","[0.6038009196665417, 0.6999999525466613, 0.6151090566961335]"
28925,"[np.int64(63), np.int64(501), np.int64(530)]","[0.6753761888144035, 0.6999999578969103, 0.6549224175123439]"
28926,"[np.int64(157), np.int64(471), np.int64(510)]","[0.644051215377893, 0.6664766738701032, 0.8913546105632717]"
28927,"[np.int64(59), np.int64(231), np.int64(448)]","[0.6931858788717868, 0.6778344101926206, 0.747645304928813]"
28928,"[np.int64(173), np.int64(338), np.int64(448)]","[0.6331575330864645, 0.6337686689763437, 0.8887329677342203]"
28929,"[np.int64(364), np.int64(424), np.int64(511)]","[0.6284648490901009, 0.6443159201639018, 0.8424537485071001]"
28930,"[np.int64(86), np.int64(173), np.int64(232)]","[0.6487462063122735, 0.7509047010797809, 0.6325485993738416]"
28931,"[np.int64(64), np.int64(346), np.int64(485)]","[0.6940675895505963, 0.6864094787954753, 0.6724898649482515]"
28932,"[np.int64(171), np.int64(318), np.int64(362)]","[0.6247631414245095, 0.6273790261369183, 0.6540205986006581]"
28933,"[np.int64(47), np.int64(170), np.int64(270)]","[0.6600085655884443, 0.686770662656284, 0.6426628008217219]"
28934,"[np.int64(90), np.int64(338), np.int64(473)]","[0.7663677854459395, 0.6095470062058036, 0.8438591454585831]"
28935,"[np.int64(68), np.int64(333), np.int64(530)]","[0.6609358088624961, 0.6081675700131977, 0.6999999657918724]"
28936,"[np.int64(87), np.int64(231), np.int64(288)]","[0.6293355074474791, 0.6752369665524558, 0.6416926870229329]"
28937,"[np.int64(67), np.int64(80), np.int64(93)]","[0.7576930231057091, 0.6528022659056664, 0.6652138171284174]"
28938,"[np.int64(87), np.int64(232), np.int64(246)]","[0.669165409883042, 0.6396279346549442, 0.6999999624758283]"
28939,"[np.int64(75), np.int64(208), np.int64(285)]","[0.7134055911526502, 0.6999999608194667, 0.7491990084178463]"
28940,"[np.int64(249), np.int64(336), np.int64(405)]","[0.6531090597811399, 0.7626160879549942, 0.7769017517260197]"
28941,"[np.int64(90), np.int64(335), np.int64(473)]","[0.7612512195627978, 0.7371515988076417, 0.8029339212536333]"
28942,"[np.int64(83), np.int64(113), np.int64(327)]","[0.6444287996211464, 0.8150245507158247, 0.7011125117721102]"
28943,"[np.int64(134), np.int64(364), np.int64(424)]","[0.6879756163935151, 0.6453630814292648, 0.5983380427175153]"
28944,"[np.int64(85), np.int64(217), np.int64(475)]","[0.6431641593464603, 0.6135033494685452, 0.6237009574659492]"
28945,"[np.int64(258), np.int64(424), np.int64(475)]","[0.752293985408286, 0.5779834281292103, 0.5988121170930331]"
28946,"[np.int64(68), np.int64(85), np.int64(383)]","[0.7187986308933964, 0.6683142419049324, 0.6999999612385597]"
28947,"[np.int64(279), np.int64(501), np.int64(511)]","[0.6323262548136711, 0.6585893908638562, 0.6563338012491413]"
28948,"[np.int64(442), np.int64(473), np.int64(510)]","[0.7262865481997751, 0.7756648350264095, 0.6751539630719847]"
28949,"[np.int64(34), np.int64(293), np.int64(503)]","[0.7287880917651909, 0.6214819713637639, 0.6522321093949862]"
28950,"[np.int64(461), np.int64(465), np.int64(475)]","[0.6737772116001083, 0.6875463025745888, 0.6757987520619058]"
28951,"[np.int64(147), np.int64(293), np.int64(465)]","[0.7313095873789868, 0.7195887482694904, 0.6862963153827448]"
28952,"[np.int64(57), np.int64(84), np.int64(85)]","[0.6607370670801227, 0.6478555207877679, 0.6334217418982054]"
28953,"[np.int64(39), np.int64(239), np.int64(419)]","[0.6342791915442285, 0.6648696122473328, 0.7016326113822474]"
28954,"[np.int64(28), np.int64(63), np.int64(85)]","[0.6730116162489669, 0.6112591471018128, 0.6102611349614975]"
28955,"[np.int64(49), np.int64(235), np.int64(453)]","[0.7421864816575259, 0.7209314955512669, 0.8392435022245599]"
28956,"[np.int64(80), np.int64(333), np.int64(424)]","[0.6668722287392467, 0.640493611078181, 0.6401787604987706]"
28957,"[np.int64(242), np.int64(261), np.int64(422)]","[0.7748504555192428, 0.5904970110123678, 0.6999999591541173]"
28958,"[np.int64(208), np.int64(422), np.int64(511)]","[0.6551824047076206, 0.6971525713157063, 0.6999999593963435]"
28959,"[np.int64(261), np.int64(269), np.int64(512)]","[0.641620038150341, 0.641532433819514, 0.6412527262886424]"
28960,"[np.int64(442), np.int64(468), np.int64(511)]","[0.6288357678710941, 0.688074292535131, 0.8413878907035213]"
28961,"[np.int64(358), np.int64(364), np.int64(530)]","[0.6557244437047098, 0.6730051416357566, 0.6793077596311892]"
28962,"[np.int64(27), np.int64(89), np.int64(172)]","[0.7107463390179855, 0.69999996051047, 0.6498358395139828]"
28963,"[np.int64(82), np.int64(89), np.int64(510)]","[0.6813453907709781, 0.6999999584608338, 0.6759248987817894]"
28964,"[np.int64(90), np.int64(461), np.int64(473)]","[0.7260193957215063, 0.673750149439398, 0.8135026720667959]"
28965,"[np.int64(79), np.int64(442), np.int64(448)]","[0.7367789283532759, 0.8643483329514832, 0.6824113254561848]"
28966,"[np.int64(80), np.int64(333), np.int64(424)]","[0.6593693598380658, 0.6203434448078293, 0.6104948434067665]"
28967,"[np.int64(95), np.int64(402), np.int64(524)]","[0.6785795678957807, 0.6919967347033122, 0.7230215689513667]"
